,neighbourhood,latitude,longitude,room_type,price
13654,Indre By,55.67554000000001,12.59999,Private room,498
13655,sterbro,55.7009,12.59574,Entire home/apt,699
13656,Vesterbro-Kongens Enghave,55.66557,12.54828,Entire home/apt,648
13657,sterbro,55.71388,12.56943,Entire home/apt,348
13658,Frederiksberg,55.6875,12.53628,Entire home/apt,498
13659,Bispebjerg,55.71216999999999,12.52599,Entire home/apt,416
13660,Valby,55.66265,12.52264,Entire home/apt,553
13661,Vesterbro-Kongens Enghave,55.67016,12.54079,Private room,403
13662,Nrrebro,55.69436,12.54552,Entire home/apt,1501
13663,Vesterbro-Kongens Enghave,55.66608000000001,12.53933,Private room,287
13664,Valby,55.66878000000001,12.48882,Private room,403
13665,Nrrebro,55.69539,12.55594,Entire home/apt,648
13666,sterbro,55.70806999999999,12.58295,Entire home/apt,482
13667,Amager st,55.65705,12.6108,Entire home/apt,403
13668,Vanlse,55.68782,12.47462,Entire home/apt,1501
13669,Indre By,55.68974,12.61751,Entire home/apt,798
13670,Vesterbro-Kongens Enghave,55.67098000000001,12.55308,Entire home/apt,600
13671,Bispebjerg,55.71088,12.52543,Entire home/apt,498
13672,Frederiksberg,55.69478,12.53441,Entire home/apt,600
13673,Amager Vest,55.65069,12.61088,Entire home/apt,996
13674,Amager Vest,55.64741,12.58775,Entire home/apt,1003
13675,Frederiksberg,55.697,12.53494,Private room,353
13676,Frederiksberg,55.68165,12.5514,Entire home/apt,1201
13677,Bispebjerg,55.70073000000001,12.53648,Entire home/apt,553
13678,Amager Vest,55.66564,12.57852,Entire home/apt,1303
13679,Amager Vest,55.66705,12.57705,Entire home/apt,996
13680,Frederiksberg,55.68078000000001,12.52863,Entire home/apt,699
13681,Frederiksberg,55.67998000000001,12.52372,Entire home/apt,1201
13682,sterbro,55.70088000000001,12.57648,Entire home/apt,1148
13683,Indre By,55.69696999999999,12.58557,Entire home/apt,1181
13684,Vanlse,55.69698,12.5157,Entire home/apt,1643
13685,sterbro,55.70474,12.57838,Entire home/apt,801
13686,Nrrebro,55.68879,12.54709,Private room,498
13687,Amager st,55.6479,12.62324,Entire home/apt,1093
13688,Vanlse,55.69133000000001,12.50819,Entire home/apt,498
13689,Nrrebro,55.69549,12.55603,Entire home/apt,1003
13690,Amager Vest,55.65596,12.59962,Entire home/apt,334
13691,Amager Vest,55.66271,12.58167,Entire home/apt,516
13692,Indre By,55.67395,12.59305,Entire home/apt,887
13693,Nrrebro,55.69334,12.54395,Entire home/apt,416
13694,Amager st,55.66126,12.60747,Entire home/apt,801
13695,Amager st,55.66076999999999,12.60991,Entire home/apt,401
13696,Frederiksberg,55.69585,12.53449,Private room,244
13697,sterbro,55.70534,12.58305,Entire home/apt,652
13698,Vesterbro-Kongens Enghave,55.64816999999999,12.52765,Entire home/apt,553
13699,sterbro,55.70237,12.58653,Entire home/apt,849
13700,Vanlse,55.69621,12.5217,Entire home/apt,648
13701,Vesterbro-Kongens Enghave,55.66708000000001,12.55424,Entire home/apt,723
13702,Vesterbro-Kongens Enghave,55.66995,12.54693,Entire home/apt,496
13703,Valby,55.64954,12.50521,Entire home/apt,403
13704,Amager st,55.64861,12.63053,Entire home/apt,3999
13705,Amager st,55.66316,12.60486,Entire home/apt,751
13706,sterbro,55.70345,12.58959,Entire home/apt,676
13707,Indre By,55.68053000000001,12.56236,Entire home/apt,1399
13708,Frederiksberg,55.67875,12.55535,Entire home/apt,1003
13709,sterbro,55.69405,12.57236,Entire home/apt,300
13710,Vesterbro-Kongens Enghave,55.67121,12.54726,Entire home/apt,498
13711,sterbro,55.70768,12.55875,Entire home/apt,901
13712,Indre By,55.68536,12.59258,Entire home/apt,543
13713,Amager Vest,55.63828,12.57399,Entire home/apt,751
13714,Valby,55.66581,12.51714,Entire home/apt,348
13715,Amager Vest,55.66786999999999,12.57969,Entire home/apt,901
13716,sterbro,55.71321999999999,12.57635,Entire home/apt,1303
13717,Bispebjerg,55.71003,12.51432,Entire home/apt,360
13718,Frederiksberg,55.683,12.55404,Private room,498
13719,sterbro,55.7034,12.57735,Private room,998
13720,Amager Vest,55.66641,12.57507,Entire home/apt,1297
13721,Nrrebro,55.68932,12.56139,Entire home/apt,703
13722,Valby,55.66761,12.50923,Entire home/apt,502
13723,Valby,55.67264,12.49183,Private room,348
13724,Frederiksberg,55.67695,12.54956,Entire home/apt,1202
13725,Nrrebro,55.70196,12.55841,Private room,198
13726,Nrrebro,55.68766,12.5629,Entire home/apt,778
13727,Bispebjerg,55.70995,12.52706,Entire home/apt,218
13728,Vesterbro-Kongens Enghave,55.64785,12.5325,Entire home/apt,949
13729,Nrrebro,55.70191,12.54378,Private room,450
13730,Amager Vest,55.66446,12.59969,Private room,598
13731,Amager Vest,55.66133000000001,12.58432,Entire home/apt,2003
13732,Vesterbro-Kongens Enghave,55.67032,12.55232,Entire home/apt,1249
13733,sterbro,55.69909000000001,12.58014,Entire home/apt,600
13734,Frederiksberg,55.68054,12.55263,Entire home/apt,1215
13735,Indre By,55.69766,12.59238,Entire home/apt,801
13736,Amager Vest,55.6535,12.56814,Entire home/apt,853
13737,Nrrebro,55.68854,12.5611,Entire home/apt,1195
13738,Vesterbro-Kongens Enghave,55.64724,12.52628,Entire home/apt,792
13739,Nrrebro,55.68943,12.56314,Entire home/apt,1003
13740,Bispebjerg,55.70315,12.52132,Entire home/apt,600
13741,Amager Vest,55.66135,12.57465,Entire home/apt,976
13742,Amager Vest,55.65786,12.59995,Entire home/apt,703
13743,sterbro,55.70299,12.58834,Entire home/apt,699
13744,Frederiksberg,55.68571,12.5395,Entire home/apt,512
13745,Vesterbro-Kongens Enghave,55.67087,12.55968,Entire home/apt,1003
13746,Frederiksberg,55.67989,12.54747,Entire home/apt,450
13747,Indre By,55.68233000000001,12.57297,Entire home/apt,2003
13748,Amager st,55.66188,12.62281,Entire home/apt,416
13749,sterbro,55.70305,12.58251,Entire home/apt,887
13750,Frederiksberg,55.68485,12.53436,Entire home/apt,489
13751,Vesterbro-Kongens Enghave,55.67308000000001,12.55785,Entire home/apt,2594
13752,Frederiksberg,55.68835,12.53105,Private room,300
13753,Nrrebro,55.70044,12.55392,Entire home/apt,798
13754,Frederiksberg,55.67237,12.53915,Entire home/apt,767
13755,Vesterbro-Kongens Enghave,55.66467,12.5563,Entire home/apt,600
13756,Amager st,55.66089,12.62883,Entire home/apt,1249
13757,Vanlse,55.69094000000001,12.51765,Entire home/apt,901
13758,sterbro,55.70259,12.58344,Entire home/apt,894
13759,Indre By,55.67213,12.57566,Entire home/apt,737
13760,Amager st,55.65248,12.61943,Entire home/apt,887
13761,Bispebjerg,55.70424000000001,12.52702,Entire home/apt,523
13762,Nrrebro,55.70194,12.54951,Entire home/apt,1201
13763,Amager st,55.64845,12.61644,Entire home/apt,826
13764,Indre By,55.6837,12.61598,Private room,300
13765,Vesterbro-Kongens Enghave,55.66976,12.54562,Entire home/apt,751
13766,Frederiksberg,55.69454,12.53134,Entire home/apt,826
13767,Frederiksberg,55.691280000000006,12.52139,Private room,448
13768,Nrrebro,55.69029000000001,12.5559,Private room,450
13769,Amager Vest,55.6665,12.59746,Entire home/apt,614
13770,Nrrebro,55.69187,12.56615,Entire home/apt,1092
13771,Bispebjerg,55.71947,12.53098,Entire home/apt,218
13772,Bispebjerg,55.71286,12.53256,Entire home/apt,703
13773,Vesterbro-Kongens Enghave,55.66024,12.56412,Entire home/apt,1801
13774,Nrrebro,55.69425,12.55385,Entire home/apt,512
13775,Frederiksberg,55.677580000000006,12.53689,Private room,258
13776,Nrrebro,55.69331999999999,12.53964,Entire home/apt,498
13777,Vanlse,55.68514,12.48416,Entire home/apt,321
13778,Nrrebro,55.6978,12.5401,Entire home/apt,801
13779,Amager st,55.65561999999999,12.61442,Entire home/apt,502
13780,Amager st,55.6578,12.63467,Entire home/apt,1677
13781,Valby,55.67343,12.48851,Entire home/apt,600
13782,Amager st,55.66652,12.61661,Private room,403
13783,Amager Vest,55.65605,12.56695,Entire home/apt,1747
13784,Vanlse,55.68885,12.48382,Entire home/apt,600
13785,Amager st,55.65991,12.60912,Entire home/apt,600
13786,Valby,55.6566,12.5198,Entire home/apt,951
13787,Nrrebro,55.6985,12.53803,Entire home/apt,801
13788,Nrrebro,55.68934,12.54609,Entire home/apt,1003
13789,Vesterbro-Kongens Enghave,55.66755,12.5404,Entire home/apt,1399
13790,Vesterbro-Kongens Enghave,55.65794,12.53822,Entire home/apt,723
13791,Amager Vest,55.66224,12.59581,Entire home/apt,462
13792,Vesterbro-Kongens Enghave,55.67064,12.55924,Private room,502
13793,Indre By,55.68287,12.57304,Private room,600
13794,Indre By,55.69201999999999,12.57603,Entire home/apt,1799
13795,Amager st,55.66132,12.62295,Entire home/apt,600
13796,Indre By,55.68456,12.57466,Private room,648
13797,Indre By,55.67626,12.59802,Entire home/apt,951
13798,Amager st,55.65704,12.60983,Entire home/apt,600
13799,sterbro,55.70593,12.58095,Entire home/apt,1202
13800,Amager st,55.65581,12.61274,Entire home/apt,396
13802,Nrrebro,55.69447,12.54505,Entire home/apt,798
13803,sterbro,55.70309,12.57975,Entire home/apt,1597
13804,Vesterbro-Kongens Enghave,55.66996,12.54397,Entire home/apt,689
13805,sterbro,55.70586,12.58448,Entire home/apt,853
13806,Bispebjerg,55.70677,12.52535,Entire home/apt,1003
13807,sterbro,55.70907,12.56279,Entire home/apt,519
13808,Vesterbro-Kongens Enghave,55.66975,12.5399,Entire home/apt,2498
13809,Vesterbro-Kongens Enghave,55.67106999999999,12.55357,Entire home/apt,949
13810,Nrrebro,55.6858,12.55441,Entire home/apt,423
13811,Frederiksberg,55.67697,12.53555,Private room,394
13812,Vesterbro-Kongens Enghave,55.67231999999999,12.54842,Entire home/apt,4852
13813,sterbro,55.70717,12.58941,Entire home/apt,751
13814,Frederiksberg,55.68239000000001,12.5522,Private room,396
13815,Frederiksberg,55.67641999999999,12.53683,Private room,394
13816,Frederiksberg,55.68173,12.51941,Entire home/apt,751
13817,Nrrebro,55.69226,12.54607,Entire home/apt,798
13818,Nrrebro,55.70345,12.54577,Entire home/apt,600
13819,Vesterbro-Kongens Enghave,55.64803000000001,12.52687,Entire home/apt,498
13820,Frederiksberg,55.68536999999999,12.50526,Entire home/apt,1194
13821,Nrrebro,55.69481999999999,12.55148,Entire home/apt,403
13822,Frederiksberg,55.68616,12.52979,Entire home/apt,648
13823,Brnshj-Husum,55.7062,12.48635,Entire home/apt,798
13824,Brnshj-Husum,55.70441,12.48655,Entire home/apt,1501
13825,Valby,55.66395,12.51921,Entire home/apt,498
13826,Amager st,55.65959,12.6091,Private room,403
13827,Nrrebro,55.69219,12.54008,Entire home/apt,600
13828,Frederiksberg,55.67648000000001,12.53608,Entire home/apt,394
13829,Vanlse,55.68684,12.48311,Entire home/apt,703
13830,Amager Vest,55.65792,12.59869,Entire home/apt,600
13831,Indre By,55.68204,12.56404,Entire home/apt,798
13832,Nrrebro,55.69088000000001,12.56294,Entire home/apt,901
13833,sterbro,55.70071,12.57459,Entire home/apt,1801
13834,Frederiksberg,55.67717,12.53945,Entire home/apt,2397
13835,Nrrebro,55.6944,12.54731,Entire home/apt,901
13836,Vanlse,55.69789,12.50059,Entire home/apt,798
13837,Nrrebro,55.69211,12.54438,Private room,553
13838,Frederiksberg,55.69064,12.53449,Entire home/apt,998
13839,Vesterbro-Kongens Enghave,55.66417,12.54194,Entire home/apt,546
13840,Nrrebro,55.69107,12.55558,Entire home/apt,519
13841,Indre By,55.68579,12.56677,Entire home/apt,1003
13842,Frederiksberg,55.68881,12.53399,Entire home/apt,423
13843,Amager Vest,55.64108,12.6159,Entire home/apt,396
13844,Bispebjerg,55.70656,12.53745,Entire home/apt,553
13845,Nrrebro,55.69941,12.54283,Entire home/apt,751
13846,Valby,55.65037,12.49233,Entire home/apt,598
13847,Bispebjerg,55.70178000000001,12.5238,Entire home/apt,553
13848,sterbro,55.70023000000001,12.59476,Entire home/apt,1297
13849,Indre By,55.68207,12.56225,Entire home/apt,600
13850,Vanlse,55.68334,12.48396,Private room,164
13851,Amager Vest,55.63151,12.5906,Entire home/apt,1003
13852,sterbro,55.71312,12.56085,Entire home/apt,498
13853,sterbro,55.70547,12.5899,Entire home/apt,703
13854,Bispebjerg,55.70828,12.53618,Entire home/apt,373
13855,Frederiksberg,55.68422,12.54801,Entire home/apt,1501
13856,Frederiksberg,55.6805,12.50821,Entire home/apt,553
13857,Brnshj-Husum,55.71538,12.51063,Entire home/apt,600
13858,Frederiksberg,55.68379,12.52537,Entire home/apt,502
13859,Nrrebro,55.6905,12.53836,Entire home/apt,751
13860,Nrrebro,55.69197,12.54436,Entire home/apt,699
13861,Amager st,55.66648000000001,12.61432,Entire home/apt,641
13862,sterbro,55.70007,12.58494,Entire home/apt,703
13863,sterbro,55.72167,12.57743,Private room,300
13864,Frederiksberg,55.69402,12.53237,Entire home/apt,648
13865,Indre By,55.68595,12.58825,Entire home/apt,1602
13866,sterbro,55.71415,12.56039,Private room,287
13867,Valby,55.67704000000001,12.4905,Entire home/apt,348
13868,Amager Vest,55.63305,12.57982,Entire home/apt,801
13869,Brnshj-Husum,55.69923000000001,12.49445,Entire home/apt,1003
13870,Nrrebro,55.69846999999999,12.55006,Entire home/apt,600
13871,Indre By,55.67999,12.58977,Entire home/apt,2200
13872,Vanlse,55.69241,12.4822,Entire home/apt,4998
13873,Indre By,55.67883000000001,12.57606,Entire home/apt,1249
13874,Indre By,55.67781,12.57185,Private room,703
13875,Bispebjerg,55.70655,12.53578,Entire home/apt,403
13876,Vesterbro-Kongens Enghave,55.66496,12.54782,Entire home/apt,553
13877,Vesterbro-Kongens Enghave,55.669880000000006,12.55154,Entire home/apt,901
13878,Frederiksberg,55.68196999999999,12.55197,Entire home/apt,600
13879,sterbro,55.70307,12.58428,Entire home/apt,751
13880,Valby,55.66433000000001,12.49786,Entire home/apt,1562
13881,Nrrebro,55.68915,12.54667,Private room,287
13882,Bispebjerg,55.71458000000001,12.53315,Entire home/apt,423
13883,Indre By,55.69051999999999,12.57391,Entire home/apt,600
13884,sterbro,55.69475,12.57106,Entire home/apt,1099
13885,Amager Vest,55.66386,12.57972,Entire home/apt,798
13886,Valby,55.6724,12.48968,Entire home/apt,543
13887,Nrrebro,55.69616,12.53712,Entire home/apt,430
13888,Amager Vest,55.66638,12.58369,Private room,299
13889,Bispebjerg,55.70584,12.53522,Entire home/apt,401
13890,Indre By,55.69514,12.57882,Entire home/apt,969
13891,Bispebjerg,55.70533,12.53454,Private room,894
13892,Nrrebro,55.70062,12.5445,Entire home/apt,998
13893,Valby,55.65705,12.51973,Entire home/apt,600
13894,Indre By,55.67548000000001,12.56801,Entire home/apt,532
13895,Frederiksberg,55.68105,12.54663,Entire home/apt,1847
13896,Indre By,55.69399,12.5895,Entire home/apt,1099
13897,Frederiksberg,55.67678000000001,12.51498,Entire home/apt,1999
13898,Vesterbro-Kongens Enghave,55.65991,12.56161,Entire home/apt,1202
13899,Amager Vest,55.64604,12.5936,Entire home/apt,1052
13900,sterbro,55.70981999999999,12.56746,Entire home/apt,614
13901,Indre By,55.67165,12.58881,Entire home/apt,1003
13902,sterbro,55.70976999999999,12.58167,Entire home/apt,648
13903,Frederiksberg,55.6756,12.51589,Entire home/apt,333
13904,Vesterbro-Kongens Enghave,55.67075,12.54148,Entire home/apt,635
13905,Nrrebro,55.69623000000001,12.5489,Entire home/apt,693
13906,Nrrebro,55.68969,12.54277,Entire home/apt,550
13907,Nrrebro,55.68844,12.54279,Entire home/apt,853
13908,Bispebjerg,55.7028,12.5229,Entire home/apt,259
13909,Amager Vest,55.66178000000001,12.60153,Entire home/apt,949
13910,Vanlse,55.69243,12.50915,Private room,287
13911,Amager Vest,55.65255,12.59043,Entire home/apt,1201
13912,Vesterbro-Kongens Enghave,55.67191999999999,12.56332,Entire home/apt,1003
13913,Vesterbro-Kongens Enghave,55.66818000000001,12.55633,Entire home/apt,498
13914,Indre By,55.68103000000001,12.56904,Entire home/apt,1092
13915,Frederiksberg,55.68461,12.53247,Entire home/apt,2492
13916,Vesterbro-Kongens Enghave,55.67149000000001,12.55795,Entire home/apt,955
13917,Amager Vest,55.62246,12.57438,Entire home/apt,1501
13918,Nrrebro,55.69209,12.54422,Entire home/apt,703
13919,Nrrebro,55.69313,12.55414,Entire home/apt,699
13920,Indre By,55.68568000000001,12.58366,Entire home/apt,901
13921,Nrrebro,55.69171,12.56238,Entire home/apt,648
13922,Vanlse,55.68153,12.49077,Entire home/apt,676
13923,Vesterbro-Kongens Enghave,55.66713000000001,12.54786,Entire home/apt,600
13924,Nrrebro,55.69671,12.5468,Entire home/apt,600
13925,Vesterbro-Kongens Enghave,55.64911,12.53785,Entire home/apt,798
13926,Indre By,55.68493,12.56924,Entire home/apt,1597
13927,Vesterbro-Kongens Enghave,55.67272,12.55406,Entire home/apt,703
13928,Indre By,55.68812,12.58647,Entire home/apt,798
13929,Bispebjerg,55.70966,12.52871,Entire home/apt,539
13930,Indre By,55.67021,12.59027,Entire home/apt,652
13931,Indre By,55.698,12.59253,Entire home/apt,450
13932,Bispebjerg,55.7042,12.52756,Entire home/apt,498
13933,Valby,55.66396999999999,12.51433,Entire home/apt,614
13934,Amager st,55.65891,12.63078,Entire home/apt,901
13935,sterbro,55.69681,12.57403,Entire home/apt,969
13936,Amager Vest,55.65878000000001,12.60638,Private room,246
13937,Brnshj-Husum,55.70529000000001,12.48378,Entire home/apt,998
13938,Vanlse,55.67692,12.48675,Entire home/apt,648
13939,Vesterbro-Kongens Enghave,55.66704,12.5538,Entire home/apt,553
13940,Indre By,55.68516,12.61462,Entire home/apt,778
13941,Indre By,55.69674000000001,12.58454,Entire home/apt,996
13942,Amager Vest,55.66165,12.56969,Entire home/apt,2499
13943,Amager st,55.65708000000001,12.63202,Private room,353
13944,sterbro,55.70596999999999,12.58001,Entire home/apt,648
13945,Nrrebro,55.70065,12.54434,Entire home/apt,450
13946,Nrrebro,55.69353,12.5515,Entire home/apt,751
13947,Bispebjerg,55.70494,12.53708,Entire home/apt,489
13948,Vesterbro-Kongens Enghave,55.66754,12.53665,Entire home/apt,1099
13949,Nrrebro,55.68717,12.56102,Entire home/apt,1181
13950,Amager Vest,55.65454,12.60384,Entire home/apt,525
13951,Vanlse,55.6887,12.48832,Entire home/apt,1303
13952,Vesterbro-Kongens Enghave,55.64616,12.52772,Entire home/apt,498
13953,Indre By,55.67971,12.57473,Entire home/apt,1201
13954,Frederiksberg,55.6784,12.54873,Entire home/apt,901
13955,Amager st,55.66184000000001,12.60599,Entire home/apt,498
13956,Frederiksberg,55.69385,12.5341,Entire home/apt,450
13957,Amager Vest,55.65585,12.60258,Entire home/apt,600
13958,Vesterbro-Kongens Enghave,55.66366,12.54258,Entire home/apt,751
13959,Vesterbro-Kongens Enghave,55.66983000000001,12.55822,Entire home/apt,560
13960,Vesterbro-Kongens Enghave,55.64683,12.53113,Entire home/apt,498
13961,Vesterbro-Kongens Enghave,55.6643,12.54697,Entire home/apt,448
13962,Nrrebro,55.69254,12.54594,Entire home/apt,903
13963,Vesterbro-Kongens Enghave,55.66744,12.55381,Entire home/apt,1003
13964,Frederiksberg,55.68393,12.53641,Entire home/apt,1501
13965,Vesterbro-Kongens Enghave,55.67018,12.54042,Entire home/apt,1699
13966,Indre By,55.69196,12.57698,Entire home/apt,628
13967,Bispebjerg,55.70332,12.52178,Private room,177
13968,Frederiksberg,55.68295,12.53732,Entire home/apt,525
13969,Vesterbro-Kongens Enghave,55.66776,12.54812,Entire home/apt,1119
13970,Nrrebro,55.6903,12.55916,Entire home/apt,1303
13971,Frederiksberg,55.68985,12.52075,Entire home/apt,703
13972,Vesterbro-Kongens Enghave,55.6712,12.55373,Entire home/apt,949
13973,Indre By,55.67702,12.57542,Entire home/apt,778
13974,Bispebjerg,55.70025,12.53017,Entire home/apt,498
13975,Frederiksberg,55.68751999999999,12.53777,Entire home/apt,218
13976,Nrrebro,55.69902,12.53859,Private room,600
13977,Amager Vest,55.66166,12.57361,Entire home/apt,1249
13978,Amager st,55.65949000000001,12.62024,Entire home/apt,648
13979,Indre By,55.67083,12.57342,Entire home/apt,1993
13980,sterbro,55.70324,12.57989,Entire home/apt,853
13981,Nrrebro,55.69342,12.54359,Entire home/apt,525
13982,Amager Vest,55.642,12.60026,Private room,217
13983,Frederiksberg,55.68171,12.55004,Private room,300
13984,Vesterbro-Kongens Enghave,55.64923,12.5499,Entire home/apt,703
13985,Frederiksberg,55.6926,12.53541,Entire home/apt,751
